MBS,Ime,OIB,DJELATNOST_SIFRA,DJELATNOST_NAZIV,ZUPANIJA,ADRESA,NASELJE,EMAIL_ADRESE,TELEFONSKI_BROJEVI,GFI_COUNT,STATUS,NAZNAKA_IMENA,PRAVNI_OBLIK,OSTALO
110057571,"IN situ Zadar d.o.o. za projektiranje, građenje, građevinsko vještačenje i energetsko certificiranje",38537776458,,,Zadarska županija,Ulica Frane Kršinića 3,Zadar,marin.insitu@gmail.com,,,9,1,IN SITU ZADAR,d.o.o.
110058319,NEKRETNINE MANDRE d.o.o. za građenje,19341089861,,,Ličko-senjska županija,Čiponjac VI 6,Novalja,optimagradnja@gmail.com,,,9,1,NEKRETNINE MANDRE,d.o.o.
110058572,BLAGDAN društvo s ograničenom odgovornošću za građenje i usluge,20601701280,,,Zadarska županija,Kukljica ulica I 21,Kukljica,anteblagdan@yahoo.com,,,9,1,BLAGDAN,d.o.o.
110059508,BARIČEVIĆ IZGRADNJA d.o.o. za građenje,25318568395,,,Zadarska županija,Maslenica Ulica Put bunarića 24,Jasenice,baricevic.izgradnja@gmail.com,,,9,1,BARIČEVIĆ IZGRADNJA,d.o.o.
110059637,"NIKO & DUJE MANAGEMENT j.d.o.o. za djelatnost građevinskih iskopa, građenje i usluge",68681528407,,,Zadarska županija,Benkovačka cesta 49,Zadar,davor.lubar.zd@gmail.com,,,9,1,NIKO & DUJE MANAGEMENT,j.d.o.o.
110066038,MAUN d.o.o. za građenje i poslovanje nekretninama,42911319632,,,Zadarska županija,Primorska ulica 13,Mandre,tomomandre@gmail.com,,,8,1,MAUN,d.o.o.
110066652,INSTALLING ART jednostavno društvo s ograničenom odgovornošću za građenje,31948347554,,,Zadarska županija,Ulica Ivana Gundulića 4,Zadar,installing.art@gmail.com,,,9,1,INSTALLING ART,j.d.o.o.
110066974,"PROSTOR & JA d.o.o. za projektiranje, građenje i promet nekretninama",21702411592,,,Zadarska županija,Ulica Ive Senjanina 14,Zadar,info@prostor-i-ja.hr,,,8,1,PROSTOR & JA,d.o.o.
110067127,MARIO FASADE j.d.o.o. za građenje i usluge,33971097878,,,Zadarska županija,Put Vrela 42,Zadar,mariofasade@gmail.com,,,10,1,MARIO FASADE,j.d.o.o.
110067233,NAVIS STANOGRADNJA d.o.o. za građenje i usluge,89553308361,,,Zadarska županija,Poslovna zona Lonići 7,Bibinje,navis.stanogradnja@gmail.com,,,8,1,NAVIS STANOGRADNJA,d.o.o.
110068121,"GRAĐENJE RADIĆ d.o.o. za građenje, trgovinu i usluge",73664837958,,,Šibensko-kninska županija,Ražinska 46,Brodarica,gradenje.radic@gmail.com,,,9,1,GRAĐENJE RADIĆ,d.o.o.
110068148,"RUBE PRIMOŠTEN društvo s ograničenom odgovornošću, za građenje, prodaju i iznajmljivanje",97297236411,,,Šibensko-kninska županija,Put Šepurine 68,Rogoznica,rube.primosten@gmail.com,,,8,1,RUBE PRIMOŠTEN,d.o.o.
110069296,METAL PRODUKT društvo s ograničenom odgovornošću za građenje i trgovinu,31328323505,,,Šibensko-kninska županija,Dolačka 23,Danilo Biranj,info@metal-produkt.eu,,,8,1,METAL PRODUKT društvo s ograničenom odgovornošću za građenje i trgovinu,d.o.o.
110069403,"ROYAL ING društvo s ograničenom odgovornošću za građenje, ugostiteljstvo i usluge",16742068723,,,Zadarska županija,Ulica Franka Lisice 65,Zadar,ivagradnjadoo@gmail.com,,,8,1,"ROYAL ING DRUŠTVO S OGRANIČENOM ODGOVORNOŠĆU ZA GRAĐENJE, UGOSTITELJSTVO I USLUGE",d.o.o.
110070059,"META PROJEKT j.d.o.o. za projektiranje, građenje i nadzor",69650852430,,,Zadarska županija,Gojka Šuška 20,Sukošan,metaprojekt.ivana@gmail.com,,,8,1,META PROJEKT,j.d.o.o.
110070309,MASTER MAX d.o.o. za građenje,94801860124,,,Zadarska županija,Put Petrića 30,Zadar,mastermaxzadar@gmail.com,,,7,1,MASTER MAX,d.o.o.
110071512,DALMACIJA REZ društvo s ograničenom odgovornošću za građenje,66722570744,,,Zadarska županija,Nadin 70,Benkovac,zeljkokalajzic@gmx.de,,,8,1,DALMACIJA REZ društvo s ograničenom odgovornošću za građenje,d.o.o.
110072474,COGNITION j.d.o.o. za usluge i građenje,1492740870,,,Zadarska županija,Ulica biskupa Jurja Dobrile 12,Zadar,cognition.zd@gmail.com,,,8,1,COGNITION,j.d.o.o.
110072763,POPOVIĆ GRADNJA jednostavno društvo s ograničenom odgovornošću za građenje,61387513201,,,Zadarska županija,Fra Lino Pedisić 1,Biograd Na Moru,popovic.zoran2@gmail.com,,,8,1,POPOVIĆ GRADNJA jednostavno društvo s ograničenom odgovornošću za građenje,j.d.o.o.
110073635,FIGURICA GRAĐEVINARSTVO d.o.o. za građenje i usluge,41224943261,,,Zadarska županija,Ulica Benka Benkovića 24,Zadar,figuricazd@gmail.com,,,8,1,FIGURICA GRAĐEVINARSTVO,d.o.o.
110073969,KONSTRUKCIJE GRADNJA d.o.o. za poslovanje nekretninama i građenje,98908552911,,,Šibensko-kninska županija,Ulica Pavla Šubića 22,Vodice,filip.srdarev@gmail.com,,,7,1,KONSTRUKCIJE GRADNJA,d.o.o.
110074062,Projekt 32 društvo s ograničenom odgovornošću za građenje i usluge,15351849411,,,Zadarska županija,Ulica Otona Ivekovića 36,Zadar,edo.coza@gmail.com,,,8,1,Projekt 32,d.o.o.
110075178,NOVI LAPIS j.d.o.o. za građenje,32797868605,,,Zadarska županija,Ul. žrtava domov. rata 2,Benkovac,lapis.novi@gmail.com,,,8,1,NOVI LAPIS,j.d.o.o.
110076445,DALMACIJA TIM d.o.o. za građenje,42251422927,,,Zadarska županija,Put Murvice 67,Zadar,dalmacija.tim12@gmail.com,,,7,1,DALMACIJA TIM,d.o.o.
110077495,RADOVIN GRADNJA j.d.o.o. za građenje,10174530300,,,Zadarska županija,Miočići 18,Radovin,mladen.zezelj33@gmail.com,,,7,1,RADOVIN GRADNJA,j.d.o.o.
110077639,"STEEN ADRIA d.o.o. za građenje, trgovinu i usluge",24722687513,,,Zadarska županija,Vitezova domov. rata 4,Sveti Filip I Jakov,gusar0608@gmail.com,,,7,1,STEEN ADRIA,d.o.o.
110077663,FINISH ART ZADAR društvo s ograničenom odgovornošću za građenje i usluge,3071013599,,,Zadarska županija,Ulica Ante Trumbića 14,Zadar,jruki03@gmail.com,,,7,1,FINISH ART ZADAR,d.o.o.
110078965,MATIĆ GRADNJA j.d.o.o. za građenje,26718946220,,,Zadarska županija,Ulica dr. Franje Tuđmana 100,Vrsi,s.matic777@gmail.com,,,7,1,MATIĆ GRADNJA,j.d.o.o.
110079656,KONARIK RESIDENCE VIDIKOVAC d.o.o. za građenje i usluge,30088690749,,,Zadarska županija,Ulica Mak Dizdara 42,Zadar,mkonarik@kkcompany.sk,,,7,1,KONARIK RESIDENCE VIDIKOVAC,d.o.o.
110080396,ALFA BAU d.o.o. za građenje,26579059778,,,Zadarska županija,Put Bokanjca 110,Zadar,alfabaudoo@gmail.com,,,7,1,ALFA BAU,d.o.o.
110080771,FINAL MONT j.d.o.o. za građenje i usluge,71118438590,,,Zadarska županija,Vukovarska ulica 8,Zadar,finalmonthr@gmail.com,,,7,1,FINAL MONT,j.d.o.o.
110080802,GOOD LIFE d.o.o. za građenje i usluge,14781483748,,,Zadarska županija,Ulica Jerolima Mirkovića 24,Zadar,zs@handwerker-hotel. com,,,7,1,GOOD LIFE,d.o.o.
110080909,CRO BUILD d.o.o. za građenje,64654140038,,,Zadarska županija,Seline 13,Bibinje,cro.build777@gmail.com,,,7,1,CRO BUILD,d.o.o.
110081602,PORTUN d.o.o. za građenje i  poslovne usluge,92303955921,,,Zadarska županija,Zrinsko-Frankopanska ulica 4,Zadar,"dino@cnz.hr, kzori22@gmail.com",,,7,1,PORTUN,d.o.o.
110081741,ANĐIĆ d.o.o. za građenje,74337236683,,,Zadarska županija,Ulica Tina Ujevića 10,Kruševo,kikiandic@hotmail.com,,,9,1,ANĐIĆ,d.o.o.
110082757,MAREK DEVELOPMENT d.o.o. za građenje i prodaju,28397895741,,,Zadarska županija,Put donje vode 10,Bibinje,metlicky.marek@gmail.com,,,6,1,MAREK DEVELOPMENT,d.o.o.
110083178,DUJE TRANS j.d.o.o. za građenje,49819690683,,,Zadarska županija,Ulica Denisa Bajla 35,Zadar,jagoda.kalmeta@gmail.com,,,7,1,DUJE TRANS,j.d.o.o.
110084121,NEŠIĆ GRADNJA jednostavno društvo s ograničenom odgovornošću za građenje i usluge,8222657047,,,Zadarska županija,Put Bobovika 23,Vir,slobodanitidza@gmail.com,,,8,1,NEŠIĆ GRADNJA,j.d.o.o.
110084540,LIQUIDUS GRADNJA j.d.o.o. za građenje,49807328758,,,Grad Zagreb,Ulica Ivana Banjavčića 5,Zagreb,liquidus@liquidus.hr,,,7,1,LIQUIDUS GRADNJA,j.d.o.o.
110084574,"ARITMETIC d.o.o. za projektiranje, građenje i nadzor",23867575201,,,Zadarska županija,Zrinsko-Frankopanska ulica 32,Zadar,info@aritmetic.hr,,,7,1,ARITMETIC,d.o.o.
110085454,VUK INŽENJERING j.d.o.o. za građenje i vođenje projekata,4338126594,,,Zadarska županija,Ulica Nikice Gundić 37,Posedarje,stipe.brala@gmail.com,,,6,1,VUK INŽENJERING,j.d.o.o.
110086211,VISOČANE d.o.o. za građenje i trgovinu,62419555662,,,Zadarska županija,Ulica Ljudevita Gaja 14,Zadar,ive.bukvic@gmail.com,,,7,1,VISOČANE,d.o.o.
110086748,MARIO GRADNJA d.o.o. za građenje i prijevoz,46847438423,,,Zadarska županija,Ulica don Stjepana Sorića 18,Prkos,info@mario-gradnja.hr,,,7,1,MARIO GRADNJA,d.o.o.
110086924,BAU GRADNJA TADIĆ j.d.o.o. za građenje i usluge,38151601373,,,Zadarska županija,Smilčić 37,Smilčić,antetadic37@gmail.com,,,7,1,BAU GRADNJA TADIĆ,j.d.o.o.
110087517,CONSTRUCTION PROJECT j.d.o.o. za građenje,86377413890,,,Grad Zagreb,Savska cesta 141,Zagreb,info@lukagroup.com,,,6,1,CONSTRUCTION PROJECT,j.d.o.o.
110087697,VISINA d.o.o. za građenje i trgovinu,28984056740,,,Zadarska županija,Podvršje 6,Donje Raštane,uprava.visina@gmail.com,,,6,1,VISINA,d.o.o.
110087793,GOLF TEAM d.o.o. za građenje i trgovinu,34700367997,,,Zadarska županija,Vukovarska 70,Biograd Na Moru,"suvadporcic@gmail.com, golfteamdoo@gmail.com, lubenice69@gmail.com",,,6,1,GOLF TEAM,d.o.o.
110088042,BIG BUILDING društvo s ograničenom odgovornošću za građenje,98349174361,,,Šibensko-kninska županija,Stjepana Radića 54,Šibenik,rockconsalting@gmail.com,,,6,1,BIG BUILDING,d.o.o.
110088139,CIVITAS GRADNJA  d.o.o. za građenje i usluge,76517981965,,,Zadarska županija,Ulica Željka Markovića 41,Zadar,ivicazurak77@gmail.com,,,6,1,CIVITAS GRADNJA,d.o.o.
110088657,UP d.o.o. za građenje i usluge,17048630199,,,Zadarska županija,Ulica don Ive Prodana 7,Zadar,bozo.erlic@yahoo.com,,,6,1,UP,d.o.o.
110088665,IN NOVOGRADNJA d.o.o. za građenje,75569586258,,,Zadarska županija,Trg kneza Višeslava 6,Zadar,info@in-nekretnine.hr,,,6,1,IN NOVOGRADNJA,d.o.o.
110089971,B.N. INVEST d.o.o. za građenje i usluge,5158355231,,,Zadarska županija,Ulica glagoljaša 3,Nin,info@bn-invest.hr,,,6,1,B.N. INVEST,d.o.o.
110090047,A.M. GRADNJA d.o.o. za građenje i poslovne usluge,36902841650,,,Zadarska županija,Ulica Ljudevita Posavskog 6,Zadar,amar292zd@gmail.com,,,6,1,A.M. GRADNJA,d.o.o.
110090143,DADO GRADNJA j.d.o.o. za građenje,38224718281,,,Zadarska županija,Put Biliga 12,Zadar,sabid.babic@gmail.com,,,6,1,DADO GRADNJA,j.d.o.o.
110090209,"IVAN društvo s ograničenom odgovornošću za elektroinstalacije, građenje i usluge",89257112859,,,Zadarska županija,Galovac ulica VII 10,Galovac,Ante.raspovic@gmail.com,,,6,1,IVAN,d.o.o.
110090364,BELLIS GRADNJA d.o.o. za građenje i usluge,27790173152,,,Zadarska županija,Varaždinska ulica 3,Zadar,bellisgradnja@gmail.com,,,8,1,BELLIS GRADNJA,d.o.o.
110090661,"KONTURA PLAN d.o.o. za projektiranje, planiranje i građenje",30868504801,,,Zadarska županija,Lazaretska 6,Preko,konturaplan@gmail.com,,,5,1,KONTURA PLAN,d.o.o.
110091228,DUVNJAK GRADNJA PLUS jednostavno društvo s ograničenom odgovornošću za građenje i usluge,60174831348,,,Zadarska županija,Veli Iž 490,Veli Iž,rduvnjak300@gmail.com,,,6,1,DUVNJAK GRADNJA PLUS,j.d.o.o.
110091381,INOVATOR KNIN jednostavno društvo s ograničenom odgovornošću za građenje,9653847152,,,Šibensko-kninska županija,Tomislavova 175,Knin,luka@inovator-sibenik.hr,,,6,1,INOVATOR KNIN,j.d.o.o.
110092149,LIKA DOM d.o.o. za građenje,99155516302,,,Zadarska županija,Ulica Nikole Tesle 31,Gračac,likadom.doo.hr@gmail.com,,,6,1,LIKA DOM,d.o.o.
110092606,KOZJAK GRADNJA d.o.o. za trgovinu i građenje,82063319470,,,Zadarska županija,Šakići 11,Kruševo,dragosakic17@gmail.com,,,6,1,KOZJAK GRADNJA,d.o.o.
110093004,BEST BUILDING d.o.o. za građenje,38373973608,,,Šibensko-kninska županija,Partizanska 22,Brodarica,bestbuilding19@gmail.com,,,6,1,BEST BUILDING,d.o.o.
110093383,"ZELIĆ NEKRETNINE d.o.o. za poslovanje nekretninama, projektiranje i građenje",94224525558,,,Zadarska županija,Pašmanski prilaz 8,Zadar,Tomi@ggm-gz.de,,,6,1,ZELIĆ NEKRETNINE,d.o.o.
110093527,ADRIA PROJEKT SUKOŠAN d.o.o. za građenje i usluge,56260901979,,,Zadarska županija,Punta 107,Sukošan,aps.adria@gmail.com,,,6,1,ADRIA PROJEKT SUKOŠAN,d.o.o.
110094218,LIGURA d.o.o. za građenje,38049553639,,,Zadarska županija,Ulica Marcela Kušara 16,Zadar,ligura.doo@gmail.com,,,6,1,LIGURA,d.o.o.
110094435,AMETIST PROPERTY MANAGEMENT d.o.o. za građenje i poslovanje nekretninama,55438453772,,,Šibensko-kninska županija,Jurjevgradska ulica 2,Tribunj,office@ametist.eu,,,7,1,AMETIST PROPERTY MANAGEMENT,d.o.o.
110094710,HELIO BAZENI društvo o ograničenom odgovornošću za građenje i usluge,37002072371,,,Zadarska županija,Ulica Ivana Viteza od Sredne 9,Zadar,helio.bazeni@gmail.com,,,6,1,HELIO BAZENI,d.o.o.
110094857,"RADIX ING d.o.o. za projektiranje, građenje i stručni nadzor",17233091671,,,Zadarska županija,Ulica Grgura Budislavića 101,Zadar,andrija.saric@radix-ing.hr,,,5,1,RADIX ING,d.o.o.
110095309,STROJNE GLAZURE LUKA d.o.o. za građenje i usluge,7584224316,,,Zadarska županija,Žerava 18,Žerava,strojneglazureluka1@gmail.com,,,6,1,STROJNE GLAZURE LUKA,d.o.o.
110095770,"TRIVA INVEST društvo s ograničenom odgovornošću za građenje, trgovinu i usluge",53318500315,,,Šibensko-kninska županija,Put Gimnazije 7,Šibenik,triva.invest@gmail.com,,,6,1,TRIVA INVEST,d.o.o.
110095866,AGA GRADNJA  jednostavno društvo s ograničenom odgovornošću za građenje,91273271058,,,Šibensko-kninska županija,Ulica 113. šibenske brigade HV-a 37,Šibenik,aga.gradnja@gmail.com,,,6,1,AGA GRADNJA,j.d.o.o.
110096842,TENDER GRADNJA d.o.o. za građenje,55350565636,,,Zadarska županija,Gornje Raštane 15,Gornje Raštane,antemitrovic1976@gmail.com,,,5,1,TENDER GRADNJA,d.o.o.
110097520,"KOEL TEAM d.o.o. za građenje, usluge i trgovinu",63613300699,,,Zadarska županija,Crkveni put 30,Briševo,kozul.elvis@gmail.com,,,5,1,KOEL TEAM,d.o.o.
110097587,GUPTA d.o.o. za građenje,9436479819,,,Zadarska županija,Ulica Vlade Janjića-Cape 1,Zadar,darijan.dijan@gmail.com,,,5,1,GUPTA,d.o.o.
110097675,BRGUD COMPANY d.o.o. za građenje,46198152271,,,Vukovarsko-srijemska županija,NEPOZNATO ,Vukovar,baljak.brgudgradnja@gmail.com,,,3,1,BRGUD COMPANY,d.o.o.
110097706,EMPIRE GRADNJA j.d.o.o. za građenje,15500909992,,,Zadarska županija,Put Murvice 67,Zadar,empireprogradnja@gmail.com,,,4,1,EMPIRE GRADNJA,j.d.o.o.
110098057,CONSTRUCTION GROUP društvo s ograničenom odgovornošću za građenje i usluge,12016471993,,,Zadarska županija,Ulica Gradišćanskih Hrvata 21,Zadar,constructiongroupzadar@gmail.com,,,4,1,CONSTRUCTION GROUP,d.o.o.
110098522,GRAĐEVINSKI KONZALTING d.o.o. za građenje i usluge,38390548049,,,Zadarska županija,Čukovice 49,Sukošan,j.gulan@gmail.com,,,5,1,GRAĐEVINSKI KONZALTING,d.o.o.
110098598,MATAK GRADNJA jednostavno društvo s ograničenom odgovornošću za proizvodnju i građenje,12470909977,,,Zadarska županija,Ulica obitelji Battara 1,Zadar,ivanmatak1962@gmail.com,,,5,1,MATAK GRADNJA,j.d.o.o.
110098805,MIHAEL IZOLACIJE d.o.o. za građenje,98957387485,,,Zadarska županija,Ulica Tome Maretića 8,Zadar,mihaelizolacije@gmail.com,,,5,1,MIHAEL IZOLACIJE,d.o.o.
110099175,"ŽUPAN USLUGE j.d.o.o. za građenje, trgovinu i ugostiteljstvo",4358518679,,,Zadarska županija,Ulica Antuna Dobronića 13,Zadar,andelozupan8@gmail.com,,,5,1,ŽUPAN USLUGE,j.d.o.o.
110099749,"DAS PETROVIĆ  d.o.o. za građenje, trgovinu i usluge",16017643250,,,Zadarska županija,Put Trsina 7,Vrsi,daliborpetrovic100@gmail.com,,,5,1,DAS PETROVIĆ,d.o.o.
110099845,PODKRAJ jednostavno društvo s ograničenom odgovornošću za građenje,16920076609,,,Zadarska županija,Ulica Matije Vlačića 52,Zadar,antozilic45@gmail.com,,,5,1,PODKRAJ,j.d.o.o.
110100125,LAGOM NATURA društvo s ograničenom odgovornošću za građenje i arhitekturu,56010914277,,,Šibensko-kninska županija,Ulica Artina 21,Vodice,ranka.lagomnatura@gmail.com,,,5,1,LAGOM NATURA,d.o.o.
110100301,MIKULIĆ PROJEKT j.d.o.o. za građenje i trgovinu,13115300072,,,Zadarska županija,Mikulići 3,Gornje Raštane,marinmikulic20@gmail.com,,,5,1,MIKULIĆ PROJEKT,j.d.o.o.
110100883,MADOS d.o.o. za građenje,33096687740,,,Zadarska županija,Šimuni 43,Šimuni,muthsam@madosmt.cz,,,5,1,MADOS,d.o.o.
110100980,BATUR PROJEKT d.o.o. za trgovinu i građenje,70775678573,,,Zadarska županija,Murvica jug 2,Murvica,info@batur-projekt.hr,,,5,1,BATUR PROJEKT,d.o.o.
110101667,MIHALIĆ GRADNJA d.o.o. za trgovinu i građenje,93862262205,,,Zadarska županija,Šopot 105,Šopot,josip.mihalic.1964@gmail.com,,,5,1,MIHALIĆ GRADNJA,d.o.o.
110101878,SPIN METAL d.o.o. za građenje i trgovinu,97902187825,,,Zadarska županija,Ulica Andrije Hebranga 10,Zadar,ferrumzadar@gmail.com,,,5,1,SPIN METAL,d.o.o.
110102081,Dalmatia Asset Operation d.o.o. za građenje i poslovanje nekretninama,54482863185,,,Šibensko-kninska županija,Jurjevgradska ulica 2,Tribunj,patricia.jabuka@adriacatamaran.com,,,9,1,Dalmatia Asset Operation,d.o.o.
110102483,DOMUM PROJEKT d.o.o. za građenje i trgovinu,14017917265,,,Zadarska županija,Mila Cipre 33,Zadar,liti2512@gmail.com,,,5,1,DOMUM PROJEKT,d.o.o.
110102506,GEMAS d.o.o. za građenje i poslovno savjetovanje,25506501160,,,Zadarska županija,Ulica Michiela Sanmichielija 4,Zadar,info@gemas.hr,,,5,1,GEMAS,d.o.o.
110102571,EastOak društvo s ograničenom odgovornošću za građenje,81391493388,,,Grad Zagreb,Radnička cesta 180,Zagreb,info@bmp.hr,,,5,1,EastOak,d.o.o.
110102580,HEY park Vukovar društvo s ograničenom odgovornošću za građenje,66951789814,,,Grad Zagreb,Radnička cesta 180,Zagreb,info@bmp.hr,,,5,1,HEY park Vukovar,d.o.o.
110102598,HEY park Vinkovci društvo s ograničenom odgovornošću za građenje,79406052123,,,Grad Zagreb,Radnička cesta 180,Zagreb,info@bmp.hr,,,5,1,HEY park Vinkovci,d.o.o.
110102602,HEY park Zabok društvo s ograničenom odgovornošću za građenje,97617956003,,,Grad Zagreb,Radnička cesta 180,Zagreb,info@bmp.hr,,,5,1,HEY PARK ZABOK,d.o.o.
110102619,Zadar Greenhouse društvo s ograničenom odgovornošću za građenje,97605912164,,,Grad Zagreb,Radnička cesta 180,Zagreb,info@bmp.hr,,,5,1,ZADAR GREENHOUSE,d.o.o.
110102627,HEY park Đurđevac društvo s ograničenom odgovornošću za građenje,22583069560,,,Grad Zagreb,Radnička cesta 180,Zagreb,info@bmp.hr,,,5,1,HEY park Đurđevac,d.o.o.
110103564,MEDLE INVESTMENT društvo s ograničenom odgovornošću za poslovanje nekretninama i građenje,97635250506,,,Zadarska županija,Put Mrviska 96,Tkon,"rado.medle@siol.net, medle.investment@gmail.com",,,5,1,MEDLE INVESTMENT,d.o.o.
110104241,OTOČNA GRADNJA j.d.o.o. za građenje i poslovne usluge,19092321956,,,Zadarska županija,Primorska ul. 9,Pag,adriamare.knjigovodstvo@gmail.com,,,4,1,OTOČNA GRADNJA J.D.O.O. ZA GRAĐENJE I POSLOVNE USLUGE,j.d.o.o.
110104838,Best construction solutions d.o.o. za građenje,68857167594,,,Brodsko-posavska županija,Diljska ulica 8,Podcrkavlje,ivan.glavas.sb@gmail.com,,,3,1,BEST CONSTRUCTION SOLUTIONS,d.o.o.
110104846,BAGARIĆ BAU jednostavno društvo s ograničenom odgovornošću za građenje i poslovne usluge,97653973117,,,Zadarska županija,Put Vrela 74,Zadar,mate74.ba@gmail.com,,,4,1,BAGARIĆ BAU,j.d.o.o.
110104862,"IN GENUM PROJECT d.o.o. za projektiranje, građenje i nadzor",30779311881,,,Zadarska županija,Ulica Amosa Rube Filipija 3,Zadar,tonilipovac@gmail.com,,,4,1,IN GENUM PROJECT,d.o.o.
110105041,PEGASUS GRADNJA  d.o.o. za građenje i usluge,16597715183,,,Zadarska županija,Skročini 27,Zadar,info@pegasus-gradnja.hr,,,4,1,PEGASUS GRADNJA d.o.o.,d.o.o.
110105531,RIBO j.d.o.o. za građenje i usluge,51069757809,,,Zadarska županija,Skradinska 83,Zadar,ribo.jdoo@gmail.com,,,0,1,RIBO,j.d.o.o.
110105759,CONSTRUZIONE jednostavno društvo s ograničenom odgovornošću za građenje i poslovne usluge,25946990300,,,Zadarska županija,Paravinja Dolac 1,Muškovci,cestic@libero.it,,,3,1,CONSTRUZIONE,j.d.o.o.
110106462,"LUKAČIĆ PROJEKT d.o.o. za projektiranje, građenje i nadzor",80814570700,,,Zadarska županija,Obala kneza Branimira 14,Zadar,pavao.lukacic@gmail.com,,,4,1,LUKAČIĆ PROJEKT,d.o.o.
110106639,VIZIGOT GLAZURE jednostavno društvo s ograničenom odgovornošću za građenje i poslovne usluge,92684808419,,,Zadarska županija,Vukovarska ulica 3,Zadar,knezoviani@gmail.com,,,4,1,VIZIGOT GLAZURE,j.d.o.o.
110106794,"PLAVA ULAGANJA d.o.o. za građenje, trgovinu i usluge",3620228841,,,Grad Zagreb,Drinska ulica 23,Zagreb,vedran@zakan-kornati.hr,,,4,1,PLAVA ULAGANJA,d.o.o.
110106825,"IZGRADNJA KNIN d.o.o. za građenje, proizvodnju, usluge i turistička agencija",28780666856,,,Šibensko-kninska županija,Krambergerova 12,Knin,izgradnjaknin@gmail.com,,,4,1,IZGRADNJA KNIN,d.o.o.
110107199,QUALIS OPUS d.o.o. za građenje i usluge,38724485692,,,Zadarska županija,Ulica braće Miroslava i Janka Perice 19,Zadar,ivicajovancevic91@gmail.com,,,4,1,QUALIS OPUS,d.o.o.
110107375,J. F. PANORAMA j.d.o.o. za građenje,67605188028,,,Zadarska županija,Proboj 24,Košljun,jozica.fabjan@gmail.com,,,4,1,J. F. PANORAMA,j.d.o.o.
110107893,OPTASIA d.o.o. za građenje,51527214314,,,Zadarska županija,Put Nina 105,Zadar,optasia.hr@gmail.com,,,4,1,OPTASIA,d.o.o.
110108525,COLENTUM GRADNJA j.d.o.o. za građenje i usluge,88366007444,,,Šibensko-kninska županija,Branimirova 19,Betina,vedran@zakan-kornati.hr,,,4,1,COLENTUM GRADNJA,j.d.o.o.
110108697,IMPACT GRADNJA j.d.o.o. za građenje i usluge,24423828043,,,Zadarska županija,Put Murata 3,Zadar,impact.gradnja@gmail.com,,,4,1,IMPACT GRADNJA,j.d.o.o.
110109114,MISTRAL PROJEKT  društvo s ograničenom odgovornošću za građenje,43351227023,,,Splitsko-dalmatinska županija,Bihaćka 2,Split,joe@mistralmetal.com,,,4,1,MISTRAL PROJEKT,d.o.o.
110109198,"PANZA d.o.o. za građenje, prijevoz i usluge",66786751536,,,Zadarska županija,Ulica Otokara Keršovanija 2,Zadar,panza.doo@gmail.com,,,4,1,PANZA,d.o.o.
